country,year,area_square_kilometres,total_population,population_density_pers_per_sq_km,population_aged_0_14_male,population_aged_0_14_female,population_aged_15_64_male,population_aged_15_64_female,population_aged_64_male,population_aged_64_female,total_population_male,total_population_female,life_expectancy_at_birth_women,life_expectancy_at_birth_men,life_expectancy_at_age_65_women,life_expectancy_at_age_65_men,total_fertility_rate,adolescent_fertility_rate,mean_age_of_women_at_birth_of_first_child,computer_use_16_24_male,computer_use_16_24_female,computer_use_25_54_male,computer_use_25_54_female,computer_use_55_74_male,computer_use_55_74_female,women_in_the_labour_force_percent_of_corresponding_total_for_both_sexes,female_part_time_employment_percent_of_both_sexes,gender_pay_gap_in_monthly_earnings,gender_pay_gap_in_hourly_earning_wage_rate,female_tertiary_students_percent_of_total,women_researchers_percent_of_corresponding_total_for_both_sexes,female_legislators_senior_officials_and_managers_percent_of_total,female_professionals_percent_of_total_for_both_sexes,female_clerks_percent_of_total_for_both_sexes,female_craft_and_related_workers_percent_of_total_for_both_sexes,female_plant_and_machine_operators_and_assemblers_percent_of_total_for_both_sexes,female_government_ministers_percent_of_total,female_members_of_parliament_percent_of_total,female_ambassadors_percent_of_total,female_judges_percent_of_total,women_percent_of_all_victims_of_homicides,total_employment_growth_rate,unemployment_rate,youth_unemployment_rate,economic_acivity_rate_women_15_64,economic_activity_rate_men_15_64,gdp_at_current_prices_and_ppps_millions_of_us,gdp_at_current_prices_millions_of_ncus,gdp_per_capita_at_current_prices_and_ppps_us,gdp_per_capita_at_current_prices_ncus,final_consumption_expenditure_per_capita_us_dollars_current_ppps,purchasing_power_parity_ppp_ncu_per_us,exchange_rate_xr_ncu_per_us,consumer_price_index_growth_rate,export_of_goods_and_services_per_cent_of_gdp,import_of_goods_and_services_per_cent_of_gdp,external_balance_on_goods_and_services_per_cent_of_gdp,gdp_in_agriculture_isic4_a_output_approach_index_2005_100,gdp_in_industry_incl_construction_isic4_b_f_output_approach_index_2005_100,gdp_in_services_isic4_g_u_output_approach_index_2005_100,gdp_in_agriculture_etc_isic4_a_output_approach_per_cent_share_of_gva,gdp_in_industry_etc_isic4_b_e_output_approach_per_cent_share_of_gva,gdp_in_construction_isic4_f_output_approach_per_cent_share_of_gva,gdp_in_trade_hospitality_transport_and_communication_isic4_g_j_output_approach_per_cent_share_of_gva,gdp_in_finance_and_business_services_isic4_k_n_output_approach_per_cent_share_of_gva,gdp_in_public_administration_education_and_health_isic4_o_q_output_approach_per_cent_share_of_gva,gdp_in_other_service_activities_isic4_r_u_output_approach_per_cent_share_of_gva,employment_in_agriculture_hunting_forestry_and_fishing_isic_rev_4_a_share_of_total_employment,employment_in_industry_and_energy_isic_rev_4_b_e_share_of_total_employment,employment_in_construction_isic_rev_4_f_share_of_total_employment,employment_in_trade_hotels_restaurants_transport_and_communications_isic_rev_4_g_j_share_of_total_employment,employment_in_finance_real_estate_and_business_services_isic_rev_4_k_n_share_of_total_employment,employment_in_public_administration_education_and_health_isic_rev_4_o_q_share_of_total_employment,employment_in_other_service_activities_isic_rev_4_r_u_share_of_total_employment,persons_killed_in_road_accidents,persons_injured_in_road_accidents,total_length_of_motorways_km,total_length_of_railway_lines_km
Slovenia,2003,20253,1995733,98.54012,151899.5,143415,712838,690176,111457,185947.5,48.91408,51.08592,80.3,72.5,18.7,14.3,1.2,5.77752,27.3,,,,,,,45.84246,59.01361,7.09077,,56.86712,32.20339,33.27206,60.01698,66.19411,7.91007,35.49061,17.64706,12.22222,17.14286,69.81865,40.67797,-0.30616,6.7,15.3,62.36091,71.36264,41801.90773,25667.5,20939.90208,12857.66526,15473.54136,0.61403,0.8858,5.57791,50.89588,51.21262,-0.31674,82.92872,92.36033,92.99706,2.41176,28.59183,6.10149,22.66077,20.59431,16.77687,2.86297,10.23634,27.9494,7.22224,22.1918,12.91971,16.39017,3.09141,242,17007,477,1228.7
Slovenia,2004,20253,1997011.5,98.60324,148635,140459,713865.5,690732.5,114426.5,188893,48.91945,51.08055,80.8,73.5,19.4,15,1.25,5.2988,27.5,83,80,57,56,,,46.10951,56.47841,6.983,,57.81534,32.52311,33.39041,60.46875,65.99526,7.98046,35.32934,5.88235,12.22222,20.58824,70.38462,23.68421,0.29207,6.3,14,65.84314,74.22967,45311.08007,27672.7,22686.50712,13855.26243,16524.6102,0.61073,0.80512,3.58737,54.96609,56.41083,-1.44475,105.92238,96.32839,96.05284,2.60133,28.53848,6.09545,22.64152,20.56935,16.66962,2.88424,9.94208,27.6496,7.08879,22.21497,13.305,16.745,3.05457,274,18944,483,1228.7
Slovenia,2005,20253,2000474,98.77421,146479.5,138470,715001.5,690844,117777.5,191901.5,48.95132,51.04868,80.9,73.9,19.3,15.2,1.26,6.08531,27.8,92,92,60,60,,,45.94701,56.35939,6.90449,,58.37413,34.78545,34.16149,59.88414,63.47382,8.7344,32.98429,,12.22222,15.15152,73.99381,37.5,-0.48393,6.5,15.9,65.97727,74.839,47786.88136,29226.6,23883.76775,14607.38401,17257.88663,0.6116,0.80461,2.48126,59.57997,60.2174,-0.63743,100,100,100,2.60031,27.58317,6.49843,23.3093,20.36594,16.68821,2.95464,9.70317,27.2741,7.35242,22.63607,12.75753,17.15457,3.12322,258,14783,569,1228.1
Slovenia,2006,20253,2006867.5,99.08989,145121,137029,717717,690748,121385.5,194867,49.04277,50.95723,82,74.5,20,15.8,1.31,4.73889,28,92,90,67,65,26,9,46.13503,57.31982,6.85983,8,58.29366,35.28416,33.11793,59.25666,63.56784,8.65922,32.33898,11.76471,12.22222,13.88889,74.6507,21.05263,1.57613,6,13.9,66.72477,74.72305,51916.12579,31555.4,25856.57584,15716.01464,18066.02397,0.60782,0.7971,2.45766,64.69542,64.74328,-0.04785,99.21138,108.39179,104.64456,2.26612,27.44766,7.0504,23.60878,20.62514,16.19133,2.81057,9.21579,26.45476,7.71178,23.00189,13.39314,17.13835,3.08429,262,16607,579,1228.07
Slovenia,2007,20253,2010323,99.2605,144368,136370,717290,689004.5,125099.5,198191,49.08453,50.91547,82,74.6,20.2,15.9,1.38,5.12096,28.2,90,93,68,68,22,15,45.71981,54.84222,7.81022,5,58.14284,34.8776,31.81818,60.12703,60.06985,7.6087,30.28123,16.66667,12.22222,15.38462,75.62327,28.57143,3.35332,4.9,10.1,66.74848,76.23137,55857.18145,35152.6,27667.68446,17412.10386,18930.69493,0.62933,0.73063,3.61025,67.59699,68.89476,-1.29777,104.56162,118.78557,110.5595,2.13965,27.18639,7.96558,24.26125,20.46363,15.33166,2.65184,8.70875,25.81472,8.41771,23.20455,14.04489,16.70424,3.10514,293,16404,579,1228.07
Slovenia,2008,20253,2021315.5,99.80326,145055,137170.5,721344.5,687256,128839.5,201650,49.23719,50.76281,82.6,75.5,20.5,16.4,1.53,5.12972,28.4,94,98,69,71,26,20,45.70853,57.49168,7.19132,4.1,57.9626,35.07507,34.89051,60.27397,64.07448,8.7735,27.30447,26.31579,12.22222,10.71429,76.38238,30,2.56405,4.4,10.4,67.84953,76.84262,59827.19237,37951.2,29588.56579,18769.41794,20484.69756,0.63435,0.6833,5.65307,66.10885,68.03553,-1.92668,105.08737,120.947,114.4007,1.88988,25.8272,8.31846,24.60149,21.14614,15.60291,2.61393,8.31019,25.08143,9.20645,23.5347,14.12042,16.5884,3.15741,214,12742,696,1228.07
Slovenia,2009,20253,2039669,100.70948,146891,138773.5,730125,687732.5,132010,204137,49.47009,50.52991,82.7,75.9,20.5,16.4,1.53,5.43306,28.5,98,97,76,78,28,21,45.86733,57.08775,2.87433,-0.9,57.84214,35.65684,35.59539,59.97426,63.97229,7.96117,27.91762,21.05263,13.33333,18.42105,77.04461,29.41176,-1.79053,5.9,13.6,67.81707,75.26109,56103.81149,36166.2,27479.5076,17714.11498,20540.67777,0.64463,0.7196,0.85767,57.24267,55.3738,1.86887,95.23736,103.88451,110.30226,1.89201,23.59988,7.78898,23.95388,22.6937,17.31477,2.75679,8.3101,23.32587,9.2868,24.10622,14.38905,17.26727,3.31265,171,12308,747,1228.07
Slovenia,2010,20253,2048582.5,101.14958,148755,140309,731838.5,689075.5,133741.5,204863,49.51399,50.48601,83.1,76.4,21,16.8,1.57,4.93876,28.7,98,98,82,82,35,27,45.7077,59.19854,3.70844,0.9,60.62688,36.34226,34.83796,59.72938,62.63872,7.63889,28.91761,26.31579,14.44444,28.94737,77.3622,39.13043,-2.11619,7.3,14.7,67.55428,75.33083,56556.7121,36252.4,27604.52948,17694.28256,21069.19954,0.64099,0.75509,1.84079,64.28816,62.85322,1.43494,96.79913,104.87069,112.2305,1.98209,24.22521,6.38005,24.01719,22.87384,17.76663,2.75498,8.31618,22.50078,8.62384,24.16173,14.94335,18.03035,3.42376,138,10489,771,1228.07
Slovenia,2011,20253,2052842.5,101.35992,150508,141993,729318,689051.5,135821,206151,49.47515,50.52485,83.3,76.8,21.1,16.9,1.56,5.15558,28.8,100,98,83,81,41,25,45.93879,58.87179,4.63822,3.3,57.73295,36.35928,38.45161,61.45833,59.16905,10.1325,27.28311,7.14286,14.44444,33.33333,77.63672,28.30189,-1.67134,8.2,15.7,66.54074,73.98693,58533.68721,36896.3,28513.5165,17973.29553,21796.94398,0.63034,0.7192,1.81252,70.37399,68.53831,1.83569,103.34003,104.98877,112.66802,2.2859,25.04836,5.87127,24.15443,22.23513,17.64838,2.75654,8.25035,22.83461,7.74085,24.00266,15.22378,18.51229,3.4365,141,9673,768,1209.13
Slovenia,2012,20253,2057158.5,101.57303,152388,143734,725936,686528,139572,209000.5,49.48068,50.51932,83.3,77.1,21.1,17.1,1.58,4.49289,28.9,96,99,83,83,39,28,46.16144,61.28319,5.12508,4.5,57.54304,35.80327,39.0411,61.3808,58.96033,10.08878,27.8481,7.69231,32.22222,30,77.61953,27.27273,-0.9281,8.9,20.6,67.03295,73.83571,58614.60965,36002.5,28498.37836,17504.38795,21951.96384,0.61422,0.77828,2.5963,73.27408,69.04743,4.22665,94.83532,101.38301,110.89264,2.072,25.89525,5.81827,24.22228,21.29137,17.94093,2.7599,8.24549,22.79139,7.22334,24.02373,15.37706,18.8703,3.47083,130,9148,769,1209
Slovenia,2013,20253,2059953,101.71101,154171.5,145402.5,721893,682360.5,143903,212222.5,49.51412,50.48588,83.6,77.2,21.4,17.2,1.55,4.65342,29,95,100,84,84,46,38,45.80728,60.48035,5.36913,6.3,57.75198,35.99207,36.97479,60.17472,56.1747,10.26293,28.3084,21.42857,32.22222,31.70732,77.83505,17.5,-1.11177,10.1,21.6,66.56306,74.20767,59955.66395,35917.1,29111.05045,17439.29499,21752.379,0.59906,0.75316,1.76152,75.18675,69.57104,5.61571,94.12401,99.9222,110.51416,2.10706,26.95168,5.34255,24.44038,20.91721,17.49478,2.74634,8.33927,22.60417,6.79312,24.09314,15.47334,18.97348,3.72241,125,8742,770,1209
Slovenia,2014,20253,2061979.5,101.81107,155744,146937.5,717035.5,677516.5,148772,215974,49.54227,50.45773,84.1,78.2,21.6,17.7,1.58,4.98662,29.1,96,99,83,87,42,37,45.98936,60.62378,5.30393,7,,36.09214,37.5,58.74934,57.73994,12.11155,27.70186,52.94118,33.33333,36.58537,78.19149,34.375,0.44237,9.7,20.2,67.24559,74.58487,62738.78446,37332.4,30429.13205,18106.70288,22131.63386,0.59505,0.75374,0.19992,76.38968,68.93824,7.45144,109.12324,105.12517,113.42393,2.416,27.3334,5.70074,24.37754,20.80395,16.68523,2.68314,8.29395,22.568,6.69123,23.99991,15.66945,18.95974,3.8188,,,,
Slovenia,2015,20253,,,,,,,,,,,,,,,,,,97,99,85,86,47,35,45.9615,60.58468,,,,,37.37796,59.29423,55.31609,11.05845,28.85986,47.05882,36.66667,28.57143,78.26564,35.41667,1.13544,9,16.3,,,64274.12071,38570,31151.12718,18693.3553,22061.00697,0.60009,0.90166,-0.51718,77.93596,68.81851,9.11745,117.48879,106.25751,116.32104,2.38447,27.26334,5.48251,24.60689,21.05105,16.50066,2.71108,8.00433,22.51325,6.64372,24.19463,15.87059,18.89558,3.87896,,,,
Slovenia,2016,20253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.66667,,,,,7.9,,,,,,,,,,0.90404,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2000,505992,40263215.5,79.57283,3058524.5,2893222.5,13808281,13731303,2852060.5,3919824,48.97489,51.02511,82.9,75.8,20.8,16.7,1.22,8.84569,29.09076,,,,,,,39.70629,77.65121,30.01038,15,52.46631,,31.53503,48.27431,60.12642,7.52684,15.05186,11.76471,28.28571,,36.38085,27.8402,4.9689,11.9,25.3,51.50713,77.68527,880538.3649,646250,21712.5289,15935.38949,16594.0165,0.73393,1.08516,3.43317,28.61617,31.62166,-3.00549,113.16548,88.31669,82.76701,4.12061,20.64432,10.09089,28.22669,16.91377,16.06441,3.93931,5.90019,18.4219,11.13355,29.12468,9.62255,17.93302,7.86412,5777,149780,9049,12310
Spain,2001,505992,40756000.5,80.54673,3054432.5,2891521.5,14008024.5,13892667.5,2910787.5,3998567,49.00688,50.99312,83.2,76.3,21,16.9,1.23,9.64091,29.11148,,,,,,,39.03044,78.50703,,17,53.14602,35.37146,32.30647,49.13195,60.78457,6.82118,14.9302,17.64706,28.28571,,,23.51454,3.33593,10.6,20.7,50.13004,77.50558,946309.40576,699528,23213.17385,17159.57273,17590.16934,0.73922,1.11728,3.5913,27.86222,30.21194,-2.34973,111.45255,92.59861,86.16429,4.00943,20.17999,10.46333,28.19288,17.48882,15.7929,3.87266,5.73001,17.79473,11.52901,28.92543,10.39843,17.78894,7.83346,5516,149600,9571,12310
