country,year,area_square_kilometres,total_population,population_density_pers_per_sq_km,population_aged_0_14_male,population_aged_0_14_female,population_aged_15_64_male,population_aged_15_64_female,population_aged_64_male,population_aged_64_female,total_population_male,total_population_female,life_expectancy_at_birth_women,life_expectancy_at_birth_men,life_expectancy_at_age_65_women,life_expectancy_at_age_65_men,total_fertility_rate,adolescent_fertility_rate,mean_age_of_women_at_birth_of_first_child,computer_use_16_24_male,computer_use_16_24_female,computer_use_25_54_male,computer_use_25_54_female,computer_use_55_74_male,computer_use_55_74_female,women_in_the_labour_force_percent_of_corresponding_total_for_both_sexes,female_part_time_employment_percent_of_both_sexes,gender_pay_gap_in_monthly_earnings,gender_pay_gap_in_hourly_earning_wage_rate,female_tertiary_students_percent_of_total,women_researchers_percent_of_corresponding_total_for_both_sexes,female_legislators_senior_officials_and_managers_percent_of_total,female_professionals_percent_of_total_for_both_sexes,female_clerks_percent_of_total_for_both_sexes,female_craft_and_related_workers_percent_of_total_for_both_sexes,female_plant_and_machine_operators_and_assemblers_percent_of_total_for_both_sexes,female_government_ministers_percent_of_total,female_members_of_parliament_percent_of_total,female_ambassadors_percent_of_total,female_judges_percent_of_total,women_percent_of_all_victims_of_homicides,total_employment_growth_rate,unemployment_rate,youth_unemployment_rate,economic_acivity_rate_women_15_64,economic_activity_rate_men_15_64,gdp_at_current_prices_and_ppps_millions_of_us,gdp_at_current_prices_millions_of_ncus,gdp_per_capita_at_current_prices_and_ppps_us,gdp_per_capita_at_current_prices_ncus,final_consumption_expenditure_per_capita_us_dollars_current_ppps,purchasing_power_parity_ppp_ncu_per_us,exchange_rate_xr_ncu_per_us,consumer_price_index_growth_rate,export_of_goods_and_services_per_cent_of_gdp,import_of_goods_and_services_per_cent_of_gdp,external_balance_on_goods_and_services_per_cent_of_gdp,gdp_in_agriculture_isic4_a_output_approach_index_2005_100,gdp_in_industry_incl_construction_isic4_b_f_output_approach_index_2005_100,gdp_in_services_isic4_g_u_output_approach_index_2005_100,gdp_in_agriculture_etc_isic4_a_output_approach_per_cent_share_of_gva,gdp_in_industry_etc_isic4_b_e_output_approach_per_cent_share_of_gva,gdp_in_construction_isic4_f_output_approach_per_cent_share_of_gva,gdp_in_trade_hospitality_transport_and_communication_isic4_g_j_output_approach_per_cent_share_of_gva,gdp_in_finance_and_business_services_isic4_k_n_output_approach_per_cent_share_of_gva,gdp_in_public_administration_education_and_health_isic4_o_q_output_approach_per_cent_share_of_gva,gdp_in_other_service_activities_isic4_r_u_output_approach_per_cent_share_of_gva,employment_in_agriculture_hunting_forestry_and_fishing_isic_rev_4_a_share_of_total_employment,employment_in_industry_and_energy_isic_rev_4_b_e_share_of_total_employment,employment_in_construction_isic_rev_4_f_share_of_total_employment,employment_in_trade_hotels_restaurants_transport_and_communications_isic_rev_4_g_j_share_of_total_employment,employment_in_finance_real_estate_and_business_services_isic_rev_4_k_n_share_of_total_employment,employment_in_public_administration_education_and_health_isic_rev_4_o_q_share_of_total_employment,employment_in_other_service_activities_isic_rev_4_r_u_share_of_total_employment,persons_killed_in_road_accidents,persons_injured_in_road_accidents,total_length_of_motorways_km,total_length_of_railway_lines_km
Austria,2010,83858,8363403.5,99.73292,635092,604694.5,2824435.5,2823689.5,613008.5,862483.5,48.69472,51.30528,83.5,77.8,21.4,17.9,1.44,10.1875,28.2,95,97,89,85,56,37,46.43018,80.59275,33.9312,24,53.35395,,28.93248,46.19936,70.26256,7.11273,13.1816,42.85714,27.86885,,47.39918,39.41176,0.72434,4.8,9.5,68.38571,78.45816,350366.20911,294627.5,41904.47025,35238.01379,31018.60263,0.84091,0.75509,1.81568,51.00362,47.67949,3.32413,102.36741,100.43977,109.43984,1.43413,22.16167,6.52732,26.57607,22.5894,17.83662,2.87479,4.85255,16.27504,7.0492,29.51511,15.25851,22.38864,4.66095,552,45858,1719,5828
Austria,2011,83858,8391642.5,100.06967,629944,599326,2837589,2837805.5,620974.5,866003.5,48.72118,51.27882,83.8,78.3,21.7,18.1,1.43,9.10187,28.5,100,98,93,90,60,40,46.65112,81.21041,33.59001,23.5,53.43773,28.98993,27.47792,51.1115,73.03471,9.56319,13.45907,42.85714,27.86885,,48.54142,39.30636,1.55576,4.6,8.9,68.82078,78.33411,369420.24909,308630.3,44038.73493,36791.9409,32282.56019,0.83545,0.7192,3.26661,53.67185,51.15204,2.51981,117.62225,104.2601,112.37748,1.61094,22.17857,6.35429,26.78443,22.8879,17.35729,2.82657,4.70044,16.29697,7.07779,29.59201,15.5322,22.15128,4.64956,523,45025,1719,5500
Austria,2012,83858,8429990.5,100.52697,626518.5,595230,2848777,2847658,635587.5,876219.5,48.76498,51.23502,83.6,78.4,21.3,18.1,1.44,8.63097,28.7,99,100,94,90,64,45,46.79974,81.25177,36.25592,22.9,53.44105,,30.10989,48.84504,72.61984,8.40171,14.8481,42.85714,27.86885,,49.5935,40.43716,1.04969,4.9,9.4,69.55189,78.67938,386659.20458,317117,45887.13263,37634.14828,33675.02322,0.82015,0.77828,2.48543,53.7968,51.20318,2.59362,108.26417,106.2807,112.70939,1.53581,22.39652,6.38933,26.6093,22.83134,17.41552,2.82218,4.39364,16.33767,7.06555,29.70411,15.7267,22.09577,4.6768,531,50895,1719,5566
Austria,2013,83858,8479374.5,101.11587,625504,593598.5,2861658.5,2856618.5,652466.5,889528.5,48.81998,51.18002,83.8,78.6,21.5,18.2,1.44,8.09629,28.8,100,99,93,91,63,45,46.86577,79.64794,36.12388,22.3,53.28981,29.59495,29.3757,48.98051,72.40728,8.72727,14.27365,28.57143,27.86885,,50.83095,42.67516,0.33351,5.4,9.7,70.15287,78.87035,401638.2358,322539.2,47378.47573,38047.71134,34863.02974,0.80306,0.75316,1.99997,53.19236,50.61062,2.58173,105.6573,106.94208,112.93646,1.43599,22.12394,6.46046,26.27461,23.46916,17.40526,2.83059,4.31914,16.19813,6.99258,29.61579,15.90621,22.25055,4.71736,455,48044,1719,5531
Austria,2014,83858,8541575,101.8576,627213,594812,2880090.5,2869133,667997,902329.5,48.88209,51.11791,84,79.2,21.8,18.5,1.47,7.39137,29,98,96,92,88,65,47,46.99146,79.24117,35.09038,22.2,,,30.27523,50.89847,70.92249,8.62963,14.494,,32.24044,,,39.28571,0.93282,5.6,10.3,70.33484,78.48017,408877.00932,330417.6,47855.84729,38672.78875,35053.04785,0.80811,0.75374,1.60566,53.01615,49.71618,3.29998,108.04648,107.4722,113.80376,1.36994,21.81956,6.45375,26.51976,23.6088,17.38247,2.84571,4.41785,16.0686,6.96479,29.73194,15.83333,22.23233,4.75117,,,,
Austria,2015,83858,,,,,,,,,,,,,,,,,,98,99,93,91,72,51,46.90121,79.05111,35.24669,,,,29.66976,50.28571,72.52178,9.24205,14.59823,,30.60109,,,35.81081,0.646,5.7,10.6,,,415004.81675,339896,48091.29786,39387.5905,34920.18288,0.81902,0.90166,0.89575,53.0602,49.05197,4.00823,108.46282,108.55987,114.68802,1.29039,21.92719,6.41378,26.40806,23.72469,17.40743,2.82845,4.11005,16.06474,6.92638,29.9105,15.92677,22.30732,4.75424,,,,
Austria,2016,83858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.60109,,,,,6,,,,,,,,,,0.90404,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2000,86600,8073621,93.22888,1249058,1263532,2524892,2604522,175592,256025,48.91909,51.08091,,,,,2,20.89868,24.1,,,,,,,48.21747,59.8,53.9629,,41.59562,50.4839,26.89987,59.19993,68.60005,20.10002,9.99994,,12,,,,,11.77749,22.04961,79.66145,88.00376,28446.40158,4718.1,3523.40688,584.38977,2803.28198,0.16586,0.89483,1.75844,40.17083,38.37774,1.79309,,,,,,,,,,,39.14927,7.2027,4.90209,21.4395,4.18623,19.58241,3.5378,596,2199,,2116
Azerbaijan,2001,86600,8152887,94.14419,1219686,1223488,2586017,2665011,187814,270871,48.98286,51.01714,,,,,1.83,21.23941,24.1,,,,,,,48.09872,59.5,58.01953,,44.17452,52.32595,27.60027,59.00002,69.09937,19.8001,9.50002,,10.48387,,,,0.93114,10.91321,22.02597,77.85707,85.90046,31975.0389,5315.6,3921.97023,651.99686,2947.01134,0.16624,0.93132,1.54604,41.49861,37.31658,4.18203,,,,,,,,,,,39.10418,7.12854,4.90826,21.455,4.199,19.66644,3.53857,559,2228,,2116
Azerbaijan,2002,86600,8230305,95.03816,1186425,1181317,2649728,2726283,200353,286199,49.04443,50.95557,,,,,1.84,32.58057,23.9,,,,,,,48.05593,59.7,57.17675,,44.66721,52.2567,25.2996,59.29997,67.40036,20.49994,8.90009,,10.48387,,,,1.0202,10.0373,21.49618,75.96789,84.16714,35907.63563,6062.5,4362.91167,736.61636,3285.44341,0.16884,0.97216,2.75408,42.76784,50.04866,-7.28082,,,,,,,,,,,38.93058,7.17356,4.97062,21.31973,4.28888,19.76292,3.55371,642,2486,,2122
Azerbaijan,2003,86600,8309153,95.94865,1154862,1135349,2711789,2793699,213479,299975,49.10404,50.89596,,,,,1.91,22.68441,23.8,,,,,,,48.03061,59.3,55.21951,56.33803,45.96481,51.66958,24.40046,58.79992,62.10057,18.95551,9.10019,,10.48387,,,27.89598,1.05568,9.16657,18.88105,73.89769,82.38137,40725.10037,7146.5,4901.29442,860.08629,3546.36582,0.17548,0.98215,2.10048,42.00658,65.54537,-23.5388,,,,,,,,,,,38.9191,7.04073,5.10497,21.44943,4.44042,19.56401,3.48135,724,2691,,2122
Azerbaijan,2004,86600,8398255,96.97754,1128277,1096601,2776283,2859692,224668,312734,49.16769,50.83231,,,,,2.05,25.12521,24,,,,,,,48.11481,59,55.8531,56.17978,46.74581,51.88573,29.60007,58.10008,64.29935,18.08706,8.70018,,10.48387,,,25.02513,1.11514,7.98745,18.22763,72.72043,80.42408,46112.56922,8530.2,5490.80086,1015.7237,3772.85774,0.18499,0.9827,6.68405,48.78901,72.71811,-23.9291,,,,,,,,,,,38.6268,7.20207,5.18808,21.37469,4.41883,19.63952,3.55,811,2766,,2122
Azerbaijan,2005,86600,8500251,98.15532,1112757,1062906,2839451,2929344,232609,323184,49.23169,50.76831,,,,,2.33,40.40774,23.9,,,,,,,48.2021,58.7,53.77475,55.04587,47.48797,51.72319,28.19976,57.90005,68.19972,18.70012,8.20007,,10.48387,,,24.42139,1.13022,7.25554,15.3746,71.27193,78.65253,60162.43504,12522.5,7077.80863,1473.2093,3718.89459,0.20814,0.94542,9.55941,62.94111,52.90078,10.04033,100,100,100,9.76864,53.24205,9.67335,15.00365,3.90007,7.40954,1.0027,38.73668,7.20035,5.21626,21.33767,4.48761,19.45942,3.56202,1065,3668,,2122
Azerbaijan,2006,86600,8609615,99.41819,1107938,1023996,2898936,3014849,237354,326542,49.29637,50.70363,75.4,70.1,15.7,13.9,2.34,45.44834,23.8,,,,,,,48.12812,58.9,52.60417,53.07692,50.91598,51.96128,23.20029,58.50002,69.60024,20.40001,7.50002,,11.29032,,,23.23088,1.1939,6.61517,14.73895,69.59221,77.86305,83404.37266,18746.2,9687.53784,2177.39809,4421.66839,0.22476,0.89345,8.22677,66.50414,38.75826,27.74589,100.89639,150.16101,116.52943,7.42114,60.11209,8.06924,13.11566,4.02206,6.53857,0.72124,38.51318,7.36353,5.27878,21.5019,4.5198,19.25416,3.56865,1027,3606,,2121.6
Azerbaijan,2007,86600,8723023,100.72775,1103115,993887,2965877,3098753,236878,324513,49.36213,50.63787,75.5,70.1,15.8,14.1,2.3,32.69816,23.7,66.3,44.7,33,17.6,8.3,3.4,47.94185,58.5,49.47672,49.18033,49.82141,51.0869,22.09984,58.00007,70.00044,19.70016,12.50006,,11.29032,,,21.08798,1.25036,6.32638,13.61257,68.18549,77.1239,107072.18121,28360.5,12274.908,3251.28828,5285.77824,0.26487,0.85812,16.58557,68.12891,28.5129,39.61602,104.93407,199.64831,129.92692,7.09638,63.18766,6.81417,13.57272,3.8192,5.02906,0.48081,38.38355,7.47201,5.34573,21.48623,4.43515,19.32632,3.55101,1107,3432,,2099.3
Azerbaijan,2008,86600,8838511,102.06133,1093332,974877,3042809,3175057,232472,319964,49.42702,50.57298,76.3,71.1,16.4,14.6,2.3,44.84469,23.7,58.5,42.5,33.6,21.6,13.4,3.5,48.28148,58.8,43.16081,42.25352,49.62169,51.54944,24.70051,59.29997,71.19997,25.79997,7.89986,,11.38211,,,22.50373,1.28057,5.85568,13.95768,67.1736,75.51246,120933.04586,40137.2,13663.05271,4534.7132,5729.01061,0.3319,0.82162,20.78291,65.77614,23.46676,42.30938,111.3372,218.8276,146.14819,5.90597,61.98905,7.36353,13.62818,4.51573,5.82525,0.7723,38.22322,7.54359,5.36117,21.60361,4.40043,19.30732,3.56067,1052,3232,21873,2099
Azerbaijan,2009,86600,8947314,103.31771,1083073,958887,3118055,3247055,226837,313407,49.48932,50.51068,76.3,71.4,16.3,14.4,2.3,48.63959,24.4,58,42,35,23,14,5,48.93938,58.449,41.40022,38.7234,49.38111,53.81875,19.19625,60.13078,70.64576,25.34509,8.8622,,11.38211,,,24.53441,1.33318,5.74152,13.93728,67.89546,73.76727,133318.47184,35601.5,14879.29373,3973.3817,8016.96839,0.26704,0.80378,1.34992,51.63575,23.1083,28.52745,115.23846,240.52924,157.60364,6.5332,52.48798,7.65668,17.37539,6.19417,8.20344,1.54914,38.12534,7.30857,5.36086,21.60264,4.50406,19.49341,3.60512,930,3044,,
Azerbaijan,2010,86600,9054332,104.55349,1080497,951195,3183220,3308209,222562,308649,49.54843,50.45157,76,71.2,16,14.1,2.3,45.50022,24.4,59,42,36,25,14,4,49.21524,58.24209,45.15973,39.92248,49.744,54.87056,25.52251,62.335,78.04665,19.58185,7.11371,,11.38211,,,22.8972,1.34373,5.63064,14.91511,67.74557,72.6117,141497.52965,42465,15627.57455,4690.01088,7851.91319,0.30011,0.80265,5.6643,54.30472,20.68127,33.62345,109.63912,248.60599,162.69055,5.92243,55.42569,8.68863,15.98343,4.65211,7.51885,1.80886,38.22966,7.07306,6.6411,20.98589,4.29881,18.46111,4.31036,925,2871,,2079
Azerbaijan,2011,86600,9173082,105.92473,1088758,953699,3240056,3361145,221456,307968,49.60459,50.39541,76.5,71.2,,,2.4,48.99723,23.4,63,49,46,32,18,8,49.09239,58.6,48.86907,48.17276,50.03463,53.58806,34.79936,61.40009,74.50013,21.40015,8.30004,,16,,,25.30909,1.0672,5.42357,14.71381,66.90405,72.01107,144514.13146,52082,15754.12145,5677.68802,7465.28534,0.36039,0.78969,7.75384,56.42698,24.08106,32.34592,116.01284,236.22711,173.23348,5.39204,57.13438,8.44654,15.35634,4.91127,7.11928,1.64015,37.88312,7.01438,7.06009,21.10255,4.37913,18.19532,4.36541,1016,3031,,
Azerbaijan,2012,86600,9295784,107.34162,1105170,964551,3287647,3403639,223322,311455,49.65842,50.34158,76.6,71.6,16.4,14,2.3,53.08035,23.5,71,57,52,40,18,10,48.90916,58.3,53.13582,46.41745,51.09228,51.15654,31.19939,60.79998,76.09999,20.29988,8.00014,,16,,11.44068,23.3882,1.59989,5.18514,14.1598,67.06264,72.23163,152499.68769,54743.7,16405.22469,5889.07894,8202.11789,0.35898,0.78565,1.00652,52.97468,25.28839,27.68629,123.67974,234.5675,186.35491,5.47927,52.65726,10.72584,15.94903,5.86018,7.54172,1.7867,37.65325,7.04789,7.23911,21.08069,4.62286,17.9088,4.44739,1168,2997,18994,2068
Azerbaijan,2013,86600,9416801,108.73904,1124260,978554,3329011,3439021,227900,318055,49.71084,50.28916,77.1,72.1,16.5,14.7,2.2,53.96805,23.5,93,92,66,59,34,26,48.79987,60.05542,52.4776,48.70317,51.52737,53.24269,32.98966,60.60029,80.14554,21.69125,8.10878,,16,,,25.72438,1.70742,4.97289,13.74644,67.2004,72.68336,163054.89104,58182,17315.31848,6178.53199,9036.21421,0.35682,0.78454,2.4238,48.41583,26.26001,22.15582,129.7413,244.92276,201.92906,5.74948,48.69199,12.43684,16.20304,6.67612,8.10106,2.14146,37.10077,7.17509,7.19942,21.12492,4.83721,18.14341,4.41918,,,,
Azerbaijan,2014,86600,9535079,110.10484,1142869,992802,3366660,3470533,235174,327041,49.7605,50.2395,,,,,2.2,54.44086,23.2,90,93,69,64,32,25,48.85657,60.93989,45.30024,42.15116,51.71343,53.48708,34.53838,59.4707,80.58513,21.29996,8.21227,,15.57377,,,26.51822,1.80704,4.9,13.5382,67.89279,73.11232,167774.56333,59014.1,17595.56199,6189.17573,9910.43438,0.35175,0.78435,1.44763,43.27356,26.20967,17.06389,126.36708,245.81729,217.18062,5.74933,44.26541,13.65247,17.66979,7.73098,8.63462,2.29739,36.75292,7.04339,7.25847,21.3322,5.00989,18.01038,4.59276,,,,
Azerbaijan,2015,86600,9649341,111.42426,1161319,1008451,3399077,3496330,245353,338811,49.80391,50.19609,,,,,2.1,55.71834,,91,93,69,67,31,29,48.91868,60.76444,46.09375,43.52617,52.06547,53.3062,35.06494,61.23798,77.40779,21.35133,9.66214,,15.57377,,12.08577,25.48544,1.49254,5,13.41926,68.28832,73.3174,171214.4944,54352.1,17743.72176,5632.75056,12123.30899,0.31745,1.02456,4.04831,37.81418,34.8246,2.98958,134.70783,241.84594,226.81893,6.79137,36.99312,13.23949,21.92585,8.78326,9.67619,2.59072,36.35585,6.87987,7.20096,21.67566,5.08391,18.01524,4.78851,,,,
Azerbaijan,2016,86600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93548,,,,,,,,,,,,,,,1.5957,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2000,207600,10002535,48.18177,972280,924107,3282640,3491750,438735,893023,46.92465,53.07535,74.7,63.4,15.74,11.59,1.31,27.50031,23.3,,,,,,,48.60781,,19.03542,,56.18123,46.17141,45.47562,67.22016,88.22204,27.63689,15.45048,,4.54545,,,31.26079,0.03602,2.1,,65.62265,73.5561,,,,,4443.23761,0.01578,0.08768,168.90221,,,,,,,,,,,,,,,,,,,,,1594,6494,,5512
Belarus,2001,207600,9928549,47.82538,915399,868104,3289102,3498761,448717,908466,46.86705,53.13295,74.5,62.8,15.57,11.35,1.27,26.24215,23.3,,,,,,,52.93884,,17.31397,,56.79547,45.19939,,,,,,2.7027,10.30928,,,34.71634,-0.49059,2.3,,,,,,,,4963.15611,0.0277,0.139,61.3845,,,,,,,,,,,,,,,,,,,,,1594,6401,,5509
Belarus,2002,207600,9865548,47.52191,875602,829320,3287284,3496222,456040,921080,46.81875,53.18125,74.1,62.3,15.46,11.05,1.22,23.99233,23.5,,,,,,,53.24649,,19.10867,,57.06784,45.05577,,,,,,5.26316,10.30928,,,33.06122,-0.78927,3,,,,,,,,5419.43614,0.03952,0.17909,42.76276,,,,,,,,,,,,,,,,,,,,,1728,7472,,
Belarus,2003,207600,9796749,47.19051,837392,792613,3281960,3489722,461547,933515,46.75938,53.24062,74.7,62.7,15.69,11.16,1.21,23.81334,23.6,,,,,,,53.43391,,20.55762,,57.06343,43.97808,,,,,,7.89474,10.30928,9.7561,,35.8258,-0.91181,3.1,,,,,,,,5808.68131,0.05064,0.20513,28.51392,,,,,,,,,,,,,,,,,,,,,1764,7361,,
Belarus,2004,207600,9730146,46.86968,801848,758467,3276979,3482500,465499,944853,46.70357,53.29643,75,63.2,15.92,11.36,1.2,22.58719,23.7,,,,,,,53.31936,,18.85409,,56.76054,44.35834,,,,,,7.69231,10.30928,9.7561,,30.322,-0.4877,1.9,,,,,,,,6338.53646,0.06046,0.21603,18.26492,,,,,,,,,,,,,,,,,,,,,1688,7522,,
Belarus,2005,207600,9663915,46.55065,771782,729736,3269584,3475272,466477,951064,46.64614,53.35386,75.1,62.9,16.04,11.26,1.21,21.66198,23.9,,,,,,,52.79695,,20.85912,,56.82107,43.23096,,,,,,7.69231,29.3578,10,,34.62555,2.0436,1.5,,,,,,,,7047.70732,0.06969,0.21538,10.35721,,,,,,,,,,,,,,,,,,,,,1673,8047,,
Belarus,2006,207600,9604924,46.26649,749213,708415,3261188,3468452,464693,952963,46.59166,53.40834,75.5,63.6,16.24,11.42,1.29,22.50275,24,,,,,,,52.62659,,20.12859,,57.46562,43.67903,,,,,,6.25,29.09091,8.69565,,34.05601,1.27093,1.1,,,,,,,,7798.65618,0.07488,0.21446,6.95237,,,,,,,,,,,,,,,,,,,,,1726,8832,,
Belarus,2007,207600,9560953,46.05469,734143,693944,3257376,3467085,459358,949047,46.55265,53.44735,76.2,64.5,16.58,11.7,1.43,22.11841,24.2,,,,,,,52.50389,,21.62137,,58.28438,43.31666,,,,,,3.125,29.09091,7.14286,,32.51928,1.07601,1,,,,,,,,8686.41929,0.08233,0.21461,8.30945,,,,,,,,,,,,,,,,,,,,,1518,7991,,
Belarus,2008,207600,9527985,45.89588,725057,685110,3260441,3474833,447533,935011,46.52643,53.47357,76.5,64.7,16.67,11.7,1.49,22.25772,24.4,,,,,,,52.77599,,26.11432,,58.23124,43.92306,,,,,,3.22581,29.09091,4.7619,,32.37519,2.04059,0.8,,,,,,,,9532.73728,0.09788,0.21364,14.79645,,,,,,,,,,,,,,,,,,,,,1564,7510,,
Belarus,2009,207600,9506765,45.79367,722303,682511,3265247,3484252,434239,918213,46.51203,53.48797,76.41,64.7,16.7,11.64,1.51,22.37464,24.6,,,,,,,48.87286,,25.44238,,57.7495,42.71528,46.25263,69.04456,87.14735,21.03313,18.44181,6.45161,31.81818,5.12821,,38.15126,0.72443,0.9,,68.34529,76.11807,,,,,10138.10899,0.10266,0.2793,12.96646,,,,,,,,,,,,,,,,,,,,,1322,7198,,
Belarus,2010,207600,9490583,45.71572,724420,684774,3267109,3490950,421696,901634,46.50109,53.49891,76.5,64.6,16.71,11.68,1.49,20.65498,24.9,,,,,,,51.72283,,23.37964,,57.36074,42.2154,,,,,,3.22581,31.81818,5.12821,,33.91813,1.27264,0.8,,,,,,,,10962.10517,0.11265,0.29785,7.66679,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2011,207600,9473172,45.63185,730636,690765,3259827,3489730,412764,889450,46.48102,53.51898,76.7,64.7,17.05,11.94,1.51,20.90193,25.1,,,,,,,50.64899,,26.25878,,56.89386,41.65141,,,,,,3.22581,31.81818,8.16327,,30.79096,-0.2509,0.7,,,,,,,,10211.0337,0.18893,0.49746,53.30829,,,,,,,,,,,,,,,,,,,,,887,4825,,20000
Belarus,2012,207600,9464495,45.59005,742883,702068,3242647,3475301,412380,889216,46.46746,53.53254,77.6,66.6,17.3,12.29,1.62,22.38605,25.2,,,,,,,50.57352,65.99633,25.5247,,56.10405,41.12866,45.55304,69.43158,86.37204,21.75106,15.42795,3.22581,31.81818,6.25,,38.34356,-1.68614,0.6,,72.28747,75.71681,,,,,10447.39242,0.32546,0.83369,59.13321,,,,,,,,,,,,,,,,,,,,,1039,5569,,
Belarus,2013,207600,9465997,45.59729,758085,716436,3224502,3455203,416782,894989,46.4755,53.5245,77.9,67.3,17.4,12.5,1.67,22.06826,25.4,95.7,96.8,67.9,69.7,21.5,22.7,50.42018,68.97815,25.46124,,55.77072,41.05596,46.01449,68.75988,86.85997,20.71332,14.68166,3.22581,26.6055,7.14286,55.98291,27.56598,-0.73069,0.5,,72.78565,76.69324,,,,,11221.66906,0.38779,0.88801,18.32626,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2014,207600,9474511,45.6383,773154,730575,3205950,3431460,426100,907272,46.49532,53.50468,78.4,67.8,17.7,12.7,1.7,20.50209,25.7,93.7,98,74.4,76.5,28.1,28,50.35977,69.53131,23.36357,,55.63544,41.19272,45.8728,69.497,86.7267,20.07084,14.11796,6.45161,26.6055,5.26316,57.71812,,-0.60938,0.5,,73.62449,77.67744,,,,,11899.80325,0.44958,1.02241,18.31931,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2015,207600,9489616,45.71106,789078,744925,3188372,3406964,437570,922707,46.52475,53.47525,78.9,68.6,17.9,12.9,,,,96.7,96.2,76.6,80.1,30.5,33.2,50.30204,65.3491,23.81361,,,40.48251,45.87492,69.17412,84.83673,18.92133,13.92955,6.45161,27.27273,7.01754,57.54002,,-1.19767,0.9,,74.08608,78.21462,,,,,11641.66839,0.51765,1.5926,13.55234,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2016,207600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.27273,,,,,,,,,,,,,,,1.98956,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2000,30528,10251249.5,335.79827,923253,881684.5,3385626,3338272,703137.5,1019276.5,48.89176,51.10824,81,74.6,19.7,15.6,1.6,11.49675,27.32,,,,,,,43.06541,83.75997,26.68383,13,52.8337,,,53.71038,62.17995,7.83228,15.18617,,23.33333,,,,2.01351,6.9,15.2,56.55022,73.71163,289887.90534,258222,28292.78795,25202.22526,20818.40887,0.89077,1.08516,2.54196,71.85755,69.22145,2.6361,96.71796,92.17342,91.08502,1.30852,22.68385,5.12473,22.68428,26.32262,19.68936,2.18665,1.9616,16.97291,5.99187,25.83173,17.50347,26.80523,4.92833,1470,67961,1702,3471
Belgium,2001,30528,10286569.5,336.95524,922945.5,882222,3395432,3347906.5,711776,1026287.5,48.9002,51.0998,81.2,74.9,19.9,15.9,1.64,11.82942,27.33,,,,,,,42.44163,83.78812,26.47548,12,53.09334,,,53.69452,60.70283,7.46877,16.10052,,23.33333,,,,1.3702,6.6,15.3,54.36532,72.50329,300347.48315,265788,29213.83943,25852.34899,21636.25389,0.88494,1.11728,2.47387,71.02051,67.67424,3.34628,89.84149,93.16301,92.43593,1.22926,21.9762,5.04948,23.31946,26.35049,19.9083,2.16682,1.88466,16.91876,5.98531,26.00355,17.38212,26.9783,4.84731,1486,65294,1727,3454
Belgium,2002,30528,10332784.5,338.46909,922067.5,881904.5,3411450,3362971.5,721069,1033322,48.91795,51.08205,81.2,75.1,19.7,15.8,1.62,10.86819,27.5,,,,,,,42.88241,82.48537,25.78668,,53.34551,27.6913,31.8013,53.35455,59.15759,8.69757,14.75061,,23.33333,,,,-0.18967,7.5,15.7,55.3112,72.46479,317911.89334,275065,30775.59471,26627.78316,22721.90246,0.86522,1.06163,1.64306,70.31465,64.81014,5.50452,99.15153,93.52475,94.28651,1.14522,21.58108,4.88501,23.94532,25.93931,20.29677,2.2073,1.84254,16.38082,5.84995,25.84129,17.68215,27.54673,4.85652,1306,59548,1729,3518
Belgium,2003,30528,10376132.5,339.88904,920031.5,880037.5,3426133.5,3378675,730865.5,1040389.5,48.92989,51.07011,81.1,75.3,19.6,15.9,1.64,10.72971,27.63,,,,,,,43.10306,82.66332,25.89111,,53.80746,28.13933,29.90049,56.00263,59.55022,8.04413,17.79736,,35.33333,,,,-0.08178,8.2,19,55.72007,72.41983,322203.60237,282637,31061.75671,27247.37299,22966.20594,0.8772,0.8858,1.58997,68.59611,63.39404,5.20208,95.90806,93.65225,95.43324,1.14099,20.84432,4.88072,24.77947,25.61551,20.5437,2.1953,1.83683,15.93202,5.75363,25.71319,17.84107,28.05315,4.86771,1213,57326,1729,3521
Belgium,2004,30528,10421136.5,341.36322,918046,878102.5,3440077.5,3395100.5,741127,1048683,48.93181,51.06819,81.9,76,20.2,16.5,1.68,10.64392,27.74,,,,,,,43.81455,82.12135,25.76734,6,54.41551,28.78829,29.88159,55.2795,62.5845,6.39322,15.84187,,35.33333,,,,0.98221,8.4,17.5,57.58592,72.55069,333222.15182,298711,31988.30295,28675.33839,23288.49032,0.89643,0.80512,2.0971,70.37002,65.66782,4.7022,102.78453,98.17145,97.80744,1.13726,20.60814,4.92314,25.07068,25.78741,20.24003,2.23333,1.79989,15.47191,5.67383,25.5203,18.20631,28.35721,4.97294,1162,56814,1747,3536
